,dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
1342,0.19,0.17,0.632911392,1,2,no,no,no,no,3.200000048,0,no,no
1343,0.31,0.31,0.723684211,1,1,no,no,no,no,3.200000048,0,no,no
1344,0.36,0.28,0.798701299,6,2,no,no,no,no,3.900000095,0,no,no
1345,0.21,0.13,0.426829268,5,1,no,no,no,no,2,0,no,no
1346,0.33,0.24,0.547619048,1,1,no,no,no,no,3.900000095,0,no,no
1347,0.36,0.35,0.731707317,1,2,no,no,no,yes,2,0,no,no
1348,0.37,0.3,0.782608696,6,2,yes,no,no,yes,1.799999952,0,no,no
1349,0.35,0.25,0.773809524,2,1,no,no,no,no,3.200000048,0,no,no
1350,0.42,0.14,0.798449612,1,2,no,no,no,yes,3.599999905,0,no,no
1351,0.34,0.26,0.867647059,6,2,no,no,no,no,3.900000095,0,no,no
1352,0.24,0.17,0.798701299,1,1,no,no,no,no,4.300000191,0,no,no
1353,0.38,0.24,0.897959184,1,2,no,no,no,yes,2,1,no,no
1354,0.38,0.28,0.273972603,1,2,no,no,no,no,8.899999619,0,no,no
1355,0.18,0.01,0.796296296,2,2,no,no,yes,no,1.799999952,0,no,no
1356,0.34,0.2,0.592592593,5,1,no,no,yes,no,8.899999619,0,no,no
1357,0.33,0.28,0.923076923,1,2,no,no,no,yes,3.900000095,0,no,no
1358,0.25,0.2,0.881481481,6,2,no,no,no,no,3.200000048,0,no,no
1359,0.38,0.31,0.915492958,6,2,no,no,no,no,10.60000038,0,yes,no
1360,0.35,0.26,0.793103448,1,1,no,no,yes,no,5.300000191,0,no,no
1361,0.38,0.23,0.8,1,2,no,no,no,yes,1.799999952,0,no,no
1362,0.37,0.24,0.6,6,2,yes,no,yes,yes,3.099999905,0,no,no
1363,0.38,0.35,0.725806452,6,2,yes,no,no,no,2,0,no,no
1364,0.36,0.26,0.656862745,2,1,no,no,no,no,3.099999905,0,no,no
1365,0.34,0.3,0.922535211,1,2,no,no,no,no,3.900000095,0,no,no
1366,0.36,0.29,0.478142077,1,2,no,no,no,no,3.200000048,0,no,no
1367,0.23,0.2,0.610687023,1,1,no,no,no,no,1.799999952,0,no,no
1368,0.3,0.29,0.871428571,1,2,no,no,no,yes,4.300000191,0,no,no
1369,0.29,0.27,0.692592593,1,1,no,no,no,no,1.799999952,0,no,no
1370,0.39,0.36,0.646258503,5,1,no,no,no,no,3.900000095,0,no,no
1371,0.36,0.26,0.948275862,6,2,yes,no,no,no,4.300000191,1,no,yes
1372,0.28,0.16,0.8,1,1,no,no,no,yes,3.200000048,1,no,no
1373,0.38,0.18,0.875968992,1,2,no,no,no,no,1.799999952,0,no,no
1374,0.26,0.26,0.502512563,5,1,no,no,yes,no,3.200000048,1,no,no
1375,0.44,0.3,0.915384615,5,1,no,no,no,no,3.900000095,1,yes,no
1376,0.34,0.32,0.724137931,6,2,yes,no,no,no,3.200000048,0,yes,no
1377,0.34,0.21,0.876923077,5,2,no,no,no,no,3.200000048,1,no,no
1378,0.38,0.29,0.784313725,6,2,no,no,no,no,3.099999905,0,no,no
1379,0.38,0.29,0.529953917,6,4,yes,no,no,no,10.60000038,0,no,no
1380,0.35,0.21,0.915384615,1,1,no,no,no,yes,3.099999905,1,no,no
1381,0.16,0.14,0.8,6,2,no,no,no,no,3.599999905,1,no,yes
1382,0.31,0.2,0.743801653,6,2,no,no,no,no,1.799999952,0,no,no
1383,0.36,0.27,0.461538462,5,2,no,no,no,no,3.900000095,0,no,no
1384,0.31,0.31,0.862068966,5,2,no,no,yes,yes,2,0,no,no
1385,0.45,0.21,0.657894737,1,2,no,no,no,yes,3.200000048,0,no,yes
1386,0.39,0.38,0.574712644,1,2,no,no,no,yes,3.200000048,0,no,no
1387,0.2,0.07,0.8,6,3,no,no,no,yes,3.599999905,0,no,yes
1388,0.24,0.23,0.671641791,4,2,no,no,no,no,3.200000048,1,no,no
1389,0.45,0.45,0.722222222,2,2,no,no,no,no,3.200000048,1,no,no
1390,0.61,0.26,0.888888889,1,1,no,no,no,yes,3.099999905,1,no,no
1391,0.27,0.18,0.885,1,2,no,no,no,yes,3.200000048,0,no,no
1392,0.55,0.24,0.510638298,3,4,no,no,no,no,1.799999952,0,no,no
1393,0.32,0.29,0.929133858,3,2,no,no,no,yes,3.200000048,1,no,no
1394,0.17,0.09,0.888888889,1,1,no,no,no,yes,3.200000048,1,no,no
1395,0.47,0.35,0.803571429,3,1,no,no,no,no,4.300000191,0,no,yes
1396,0.14,0.14,0.592592593,1,1,no,no,yes,no,3.200000048,1,no,no
1397,0.38,0.28,0.85,1,2,no,no,no,yes,3.200000048,1,no,no
1398,0.31,0.23,0.762195122,1,2,no,no,yes,no,3.900000095,0,no,no
1399,0.53,0.29,0.592592593,1,1,no,no,no,no,3.200000048,1,no,no
1400,0.26,0.17,0.707692308,1,1,no,no,no,yes,3.099999905,1,no,no
1401,0.2,0.2,0.765957447,3,1,no,no,no,no,3.200000048,0,no,no
1402,0.33,0.16,0.8,1,2,no,no,yes,yes,3.200000048,0,no,no
1403,0.2,0.13,0.547445255,1,2,no,no,yes,yes,3.200000048,0,no,no
1404,0.52,0.28,0.689655172,3,1,yes,no,no,no,4.300000191,0,no,no
1405,0.33,0.15,0.417910448,1,2,no,no,no,yes,1.799999952,1,no,no
1406,0.19,0.1,0.388059701,2,2,no,no,no,yes,3.200000048,1,no,no
1407,0.293999996,0.252999992,0.901960784,1,2,no,no,no,no,3.200000048,0,no,no
1408,0.292999992,0.292999992,0.848484848,1,2,no,no,no,yes,3.599999905,0,no,yes
1409,0.337000008,0.330999985,0.352112676,2,1,no,no,no,yes,3.900000095,0,no,no
1410,0.201000004,0.131000004,0.307692308,2,1,no,no,no,no,2,0,no,no
1411,0.263999996,0.187999992,0.338983051,2,1,no,no,no,yes,10.60000038,0,no,no
1412,0.279699993,0.252199993,0.885245902,2,2,no,no,no,yes,3.200000048,0,no,no
1413,0.44,0.31,0.800904977,1,1,no,no,no,yes,3.200000048,1,no,no
1414,0.267299995,0.189099998,0.8,1,1,no,no,no,no,3.200000048,0,no,no
1415,0.41,0.38,0.723684211,1,2,no,no,no,yes,3.900000095,0,no,no
1416,0.284400005,0.214300003,0.338129496,1,1,no,no,no,no,3.099999905,0,no,no
1417,0.3,0.29,0.2,2,2,no,no,no,yes,3.200000048,1,no,no
1418,0.27,0.15,0.333333333,6,2,no,no,no,yes,1.799999952,1,no,no
1419,0.332700005,0.321899986,0.76875,6,2,yes,no,no,yes,3.900000095,0,no,no
1420,0.307299995,0.291399994,0.8,1,2,no,no,no,no,3.200000048,0,no,no
1421,0.366100006,0.248999996,0.9,6,2,no,no,no,no,1.799999952,0,no,no
1422,0.439099998,0.426100006,0.798245614,6,1,no,no,no,yes,3.599999905,1,no,no
1423,0.12,0.12,0.795454545,3,2,yes,no,no,yes,1.799999952,0,no,yes
1424,0.36,0.32,0.756756757,2,1,no,no,no,no,3.200000048,0,no,no
1425,0.41,0.13,0.8,5,1,yes,no,no,no,8.899999619,0,no,yes
1426,0.33,0.27,0.4,1,1,no,no,no,yes,3.200000048,0,no,no
1427,0.38,0.34,0.487804878,1,2,no,no,yes,no,10.60000038,0,no,no
1428,0.32,0.32,0.6,1,2,no,no,no,yes,3.200000048,0,no,no
1429,0.32,0.24,0.902857143,6,2,yes,no,yes,yes,3.200000048,0,no,yes
1430,0.365,0.262000008,0.618181818,2,2,no,no,no,yes,3.900000095,1,no,no
1431,0.28,0.25,0.671186441,2,1,no,no,no,no,3.200000048,0,no,no
1432,0.35,0.19,0.519480519,2,1,no,no,no,no,2,1,no,no
1433,0.231000004,0.083000002,0.179104478,1,1,no,no,no,no,5.300000191,0,no,no
1434,0.31,0.29,0.536363636,1,2,no,no,no,no,3.200000048,0,no,no
1435,0.113999996,0.074000001,0.544959128,1,1,no,no,no,no,4.300000191,0,no,no
1436,0.3,0.297999992,0.489583333,2,1,no,no,no,no,3.099999905,0,no,no
1437,0.287000008,0.276000004,0.689655172,1,2,no,no,yes,yes,10.60000038,0,no,no
1438,0.43,0.32,0.857142857,1,2,no,no,no,no,3.200000048,0,no,no
1439,0.35,0.25,0.89010989,1,2,no,no,no,no,3.900000095,0,no,no
1440,0.33,0.32,0.808641975,1,2,no,no,no,yes,3.200000048,0,no,no
1441,0.42,0.34,0.864,2,2,no,no,no,no,4.300000191,0,no,no
1442,0.5,0.32,1,1,2,no,no,no,yes,3.900000095,1,no,no
1443,0.4,0.24,1,1,1,no,no,no,yes,2,1,no,no
1444,0.38,0.37,0.73255814,2,2,no,no,no,yes,2,0,no,no
1445,0.33,0.32,0.80141844,1,2,no,no,no,yes,3.200000048,1,no,no
1446,0.22,0.21,0.901515152,1,2,no,no,no,yes,3.200000048,1,no,no
1447,0.38,0.33,0.65,2,1,yes,no,no,no,2,0,no,no
1448,0.38,0.33,0.591836735,1,2,no,no,no,no,3.200000048,0,no,no
1449,0.38,0.33,0.8,1,1,no,no,no,no,3.099999905,0,no,no
1450,0.38,0.33,0.789189189,5,4,no,no,no,yes,4.300000191,0,no,no
1451,0.38,0.28,0.8,1,2,no,no,no,no,4.300000191,0,no,no
1452,0.38,0.33,0.375,2,1,no,no,yes,no,4.300000191,0,no,no
1453,0.38,0.33,0.416666667,3,1,no,no,no,no,4.300000191,0,no,yes
1454,0.38,0.33,0.76,3,2,no,no,no,no,3.200000048,0,yes,no
1455,0.38,0.33,0.773333333,2,1,no,no,no,no,4.300000191,0,no,no
1456,0.23,0.2,0.769230769,1,2,no,no,no,no,3.200000048,0,no,no
1457,0.26,0.26,0.366666667,1,2,no,no,no,no,4.300000191,0,no,no
1458,0.15,0.15,0.631578947,1,2,no,no,no,no,3.200000048,1,no,no
1459,0.17,0.14,0.489361702,1,1,no,no,no,no,3.200000048,0,no,no
1460,0.28,0.28,0.436813187,1,1,no,no,no,no,3.200000048,0,no,no
1461,0.3,0.3,0.868571429,1,2,no,no,no,yes,3.900000095,0,no,yes
1462,0.3,0.22,0.633802817,1,1,no,no,no,yes,3.200000048,1,no,no
1463,0.17,0.16,0.769230769,1,1,no,no,no,yes,2,0,no,no
1464,0.38,0.21,0.8,1,2,no,no,no,yes,3.900000095,0,no,no
1465,0.37,0.31,0.819672131,6,2,no,no,no,no,3.200000048,0,no,yes
1466,0.35,0.28,0.765517241,1,2,no,no,no,yes,3.200000048,0,no,no
1467,0.577000008,0.23,0.791666667,1,1,no,no,no,no,1.799999952,0,no,no
1468,0.37,0.25,0.874848117,1,1,no,no,no,yes,3.099999905,0,no,no
1469,0.367000008,0.28,0.8,6,1,no,no,yes,no,3.200000048,0,no,no
1470,0.487000008,0.26,0.741839763,1,1,no,no,no,no,1.799999952,0,no,no
1471,0.399000015,0.22,0.361538462,1,1,yes,no,no,no,3.099999905,0,no,no
1472,0.362000008,0.27,0.867783985,1,2,no,no,no,no,3.200000048,0,no,no
1473,0.42,0.196000004,0.740540541,1,1,no,no,no,no,3.200000048,1,no,no
1474,0.430999985,0.185,0.666666667,1,2,no,no,no,no,3.099999905,0,no,no
1475,0.36,0.33,0.491428571,1,1,no,no,no,no,3.900000095,0,no,no
1476,0.37,0.26,0.928571429,5,2,no,no,no,yes,1.799999952,0,no,no
1477,0.34,0.32,0.765217391,1,2,no,no,no,yes,2,1,no,no
1478,0.3,0.33,0.923566879,1,2,no,no,no,yes,3.099999905,0,no,no
1479,0.38,0.33,0.540540541,3,1,no,no,no,yes,1.799999952,0,no,no
1480,0.38,0.3,0.737142857,5,2,no,no,no,no,3.200000048,0,no,no
1481,0.32,0.31,0.789473684,5,2,no,no,no,yes,3.200000048,1,no,no
1482,0.25,0.25,0.731707317,1,2,no,no,no,no,3.900000095,0,no,no
1483,0.27,0.27,0.751552795,1,2,no,no,no,yes,3.900000095,1,yes,no
1484,0.4,0.12,0.578947368,6,2,no,no,no,yes,3.099999905,1,no,no
1485,0.36,0.24,0.798507463,5,2,no,no,no,no,5.300000191,0,no,no
1486,0.32,0.22,0.892682927,5,2,no,no,no,no,3.200000048,0,no,no
1487,0.38,0.31,0.748148148,1,2,no,no,no,yes,3.900000095,1,no,no
1488,0.27,0.27,0.847058824,6,2,no,no,no,no,3.200000048,0,no,no
1489,0.3,0.3,0.600775194,2,1,no,no,no,no,3.099999905,0,no,no
1490,0.33,0.31,0.773006135,1,2,no,no,no,yes,3.200000048,1,no,no
1491,0.28,0.25,0.8,1,2,no,no,no,no,3.200000048,0,no,no
1492,0.29,0.28,0.9,5,2,no,no,no,no,3.200000048,0,no,no
1493,0.32,0.29,0.489690722,1,1,no,no,no,no,5.300000191,0,no,no
1494,0.31,0.21,0.788732394,5,2,no,no,no,no,3.200000048,0,yes,no
1495,0.39,0.23,0.746835443,1,1,no,no,no,yes,3.599999905,1,no,no
1496,0.320400009,0.269899998,0.751020408,5,2,yes,no,yes,no,3.200000048,1,no,no
1497,0.366899986,0.258299999,0.702898551,2,2,no,no,yes,no,4.300000191,0,no,no
1498,0.409900017,0.203899994,0.743421053,1,2,no,no,yes,no,4.300000191,0,no,no
1499,0.26,0.22,0.945945946,6,2,no,no,no,no,3.900000095,0,no,no
1500,0.39,0.27,0.792,1,2,no,no,no,yes,3.200000048,1,yes,no
1501,0.106199999,0.028,0.597014925,2,2,no,no,no,yes,2,1,yes,no
1502,0.32,0.31,0.803149606,2,2,no,no,no,no,5.300000191,1,no,no
1503,0.36,0.36,0.476190476,1,1,no,no,no,no,4.300000191,0,no,no
1504,0.38,0.29,0.9,6,2,no,no,no,no,3.200000048,0,yes,no
1505,0.28,0.24,0.777464789,5,2,no,no,yes,no,3.200000048,0,no,no
1506,0.38,0.28,0.8,5,2,no,no,no,no,3.099999905,0,no,no
1507,0.31,0.26,0.705660377,5,2,no,no,yes,yes,3.200000048,0,no,yes
1508,0.35,0.3,0.897435897,1,2,no,no,no,yes,4.300000191,1,no,no
1509,0.16,0.14,0.416666667,4,3,no,no,yes,no,3.200000048,1,no,no
1510,0.33,0.32,0.653333333,1,2,no,no,no,yes,3.099999905,0,no,no
1511,0.39,0.27,0.896226415,6,2,yes,no,no,yes,3.099999905,1,no,yes
1512,0.26,0.21,0.485714286,1,1,no,no,no,no,3.200000048,0,no,no
1513,0.36,0.28,0.741935484,2,2,no,no,no,no,8.899999619,0,no,no
1514,0.34,0.29,0.769565217,1,2,no,no,no,no,3.900000095,0,no,no
1515,0.36,0.28,0.678899083,1,1,yes,no,no,no,2,0,no,no
1516,0.33,0.25,0.504,1,2,no,no,no,yes,3.200000048,0,no,no
1517,0.36,0.28,0.747252747,3,1,yes,no,no,no,3.200000048,0,no,no
1518,0.37,0.36,0.73553719,1,2,no,no,no,no,3.099999905,1,no,no
1519,0.22,0.15,0.793103448,1,2,no,no,no,no,1.799999952,1,no,no
1520,0.34,0.26,0.785276074,2,1,no,no,no,no,2,0,no,no
1521,0.34,0.25,0.722891566,1,1,no,no,no,no,5.300000191,0,no,no
1522,0.4,0.31,0.920634921,5,2,no,no,no,no,3.200000048,1,no,no
1523,0.1,0.06,0.512328767,1,1,no,no,yes,no,3.200000048,1,no,no
1524,0.4,0.29,0.915254237,1,2,no,no,no,yes,3.200000048,1,no,no
1525,0.28,0.28,0.528301887,1,1,no,no,no,no,3.200000048,0,no,no
1526,0.36,0.29,0.886178862,1,2,yes,no,no,no,1.799999952,0,no,no
1527,0.39,0.34,0.914438503,1,2,no,no,no,yes,3.200000048,0,yes,no
1528,0.22,0.17,0.679069767,3,1,no,no,no,yes,3.200000048,0,no,no
1529,0.36,0.22,0.811764706,1,2,no,no,no,yes,4.300000191,1,no,no
1530,0.34,0.23,0.916129032,1,1,no,no,no,no,3.200000048,0,no,no
1531,0.32,0.24,0.8,1,2,no,no,no,yes,3.200000048,0,no,no
1532,0.39,0.36,0.8,2,1,yes,no,no,no,3.099999905,0,no,no
1533,0.31,0.29,0.295857988,1,2,no,no,no,yes,3.200000048,0,no,yes
1534,0.37,0.3,0.778280543,1,1,no,no,no,no,3.200000048,0,no,no
1535,0.42,0.34,0.863414634,1,1,no,no,no,no,5.300000191,0,no,no
1536,0.27,0.21,0.902255639,6,2,yes,no,no,no,3.200000048,1,yes,no
1537,0.37,0.29,0.93006993,1,1,no,no,no,yes,3.099999905,0,no,no
1538,0.32,0.23,0.771428571,1,2,no,no,no,yes,1.799999952,0,no,no
1539,0.29,0.27,0.902702703,1,2,no,no,yes,yes,3.200000048,0,yes,no
1540,0.37,0.24,0.89010989,2,2,no,no,no,no,10.60000038,0,no,no
1541,0.36,0.33,0.601694915,6,2,no,no,no,yes,1.799999952,1,no,no
1542,0.36,0.24,0.765957447,1,1,yes,no,no,no,4.300000191,0,no,no
1543,0.33,0.16,0.802197802,6,2,no,no,no,no,1.799999952,1,no,no
1544,0.29,0.29,0.68877551,1,1,no,no,yes,yes,8.899999619,0,no,yes
1545,0.26,0.26,0.692262968,4,2,no,no,no,no,10.60000038,0,no,yes
1546,0.29,0.21,0.866666667,2,2,no,no,no,no,2,0,yes,no
1547,0.32,0.14,0.546666667,1,1,no,no,no,no,1.799999952,1,no,no
1548,0.21,0.17,0.601092896,1,1,no,no,no,no,3.099999905,0,no,no
1549,0.32,0.19,0.776119403,1,1,no,no,no,yes,3.599999905,0,no,no
1550,0.29,0.24,0.756097561,1,1,no,no,no,no,1.799999952,0,no,no
1551,0.36,0.32,0.87037037,1,2,no,no,no,yes,3.200000048,1,no,no
1552,0.36,0.31,0.785714286,1,1,no,no,no,no,3.099999905,0,no,no
1553,0.22,0.22,0.677018634,1,2,no,no,no,yes,3.200000048,0,no,no
1554,0.25,0.25,0.713286713,1,1,no,no,no,no,3.200000048,0,no,no
1555,0.35,0.24,0.766666667,1,2,no,no,no,yes,2,1,no,no
1556,0.26,0.21,0.8,2,2,no,no,no,yes,3.200000048,0,no,no
1557,0.33,0.25,0.692592593,2,2,no,no,yes,yes,3.200000048,0,no,no
1558,0.31,0.26,0.939189189,5,2,yes,no,no,no,3.200000048,0,no,no
1559,0.34,0.24,0.515463918,2,1,no,no,no,no,10.60000038,0,no,no
1560,0.3,0.22,0.47826087,5,1,no,no,no,no,3.099999905,0,no,no
1561,0.33,0.28,0.54,1,1,no,no,no,no,3.900000095,0,no,no
1562,0.39,0.34,0.885245902,1,1,no,no,no,no,2,0,no,no
1563,0.36,0.25,0.868965517,5,2,yes,no,no,yes,10.60000038,0,no,no
1564,0.28,0.27,0.727272727,1,1,no,no,no,no,3.900000095,1,no,no
1565,0.26,0.22,0.897435897,1,2,no,no,no,yes,3.200000048,1,no,no
1566,0.35,0.29,0.920863309,1,2,yes,no,no,yes,2,0,yes,no
1567,0.29,0.29,0.624277457,5,2,no,no,no,no,3.599999905,0,no,no
1568,0.34,0.33,0.777777778,2,2,no,no,no,no,3.200000048,0,no,no
1569,0.3,0.29,0.768361582,5,2,no,no,no,no,3.900000095,0,no,no
1570,0.25,0.24,0.266666667,2,2,no,no,no,yes,3.099999905,1,no,no
1571,0.28,0.28,0.762711864,1,1,no,no,no,no,3.200000048,0,no,no
1572,0.36,0.28,0.949494949,2,2,no,no,no,yes,5.300000191,0,no,no
1573,0.35,0.3,0.899159664,2,2,yes,no,no,yes,3.099999905,0,no,no
1574,0.31,0.29,0.732673267,1,1,no,no,no,no,5.300000191,0,no,no
1575,0.26,0.24,0.658914729,3,1,yes,no,no,no,3.900000095,0,no,no
1576,0.27,0.24,0.950980392,1,2,no,no,no,no,3.200000048,0,no,no
1577,0.32,0.18,0.643564356,1,1,no,no,no,no,3.900000095,0,yes,no
1578,0.31,0.28,0.747126437,2,2,no,no,no,yes,3.099999905,0,no,no
1579,0.38,0.31,0.881656805,1,1,no,no,no,no,3.200000048,0,no,no
1580,0.27,0.27,0.742857143,1,2,no,no,no,no,3.200000048,1,no,no
1581,0.27,0.22,0.894366197,3,2,no,no,no,no,3.099999905,0,no,no
1582,0.23,0.16,0.864864865,2,1,no,no,yes,yes,3.200000048,0,no,no
1583,0.33,0.3,0.87804878,1,1,no,no,no,no,3.099999905,0,no,no
1584,0.3,0.27,0.739495798,1,2,no,no,no,yes,3.200000048,1,no,no
1585,0.37,0.33,0.689655172,1,2,no,no,no,no,3.200000048,0,no,no
1586,0.35,0.29,0.891891892,1,2,yes,no,no,yes,3.900000095,1,no,no
1587,0.3,0.29,0.777777778,1,2,no,no,no,no,3.200000048,0,no,no
1588,0.69,0.26,0.607476636,1,3,no,no,no,yes,10.60000038,0,no,yes
1589,0.24,0.2,0.517751479,1,2,no,no,yes,no,3.200000048,0,no,no
1590,0.25,0.24,0.68,1,2,no,no,no,no,3.200000048,0,no,no
1591,0.27,0.26,0.724489796,1,2,no,no,no,yes,3.200000048,1,no,no
1592,0.29,0.24,0.779411765,1,2,no,no,no,yes,1.799999952,1,no,no
1593,0.34,0.22,0.859090909,1,2,no,no,no,no,3.200000048,1,no,no
1594,0.33,0.21,0.909090909,1,2,no,no,no,no,3.200000048,1,no,no
1595,0.5,0.41,0.772058824,1,2,no,no,no,yes,3.200000048,1,no,no
1596,0.42,0.36,0.867768595,1,2,no,no,no,yes,1.799999952,1,no,no
1597,0.32,0.25,0.892561983,1,2,no,no,no,no,4.300000191,1,no,no
1598,0.44,0.44,0.447761194,1,1,no,no,no,no,3.599999905,1,no,no
1599,0.38,0.18,0.46,1,1,no,no,no,yes,3.900000095,1,yes,no
1600,0.34,0.16,0.519148936,2,2,no,no,no,yes,3.200000048,1,no,no
1601,0.3,0.06,0.614213198,1,2,no,no,no,no,3.200000048,1,yes,no
1602,0.39,0.24,0.747572816,6,2,no,no,no,yes,3.200000048,1,yes,no
1603,0.28,0.22,0.8,2,2,no,no,yes,no,3.900000095,0,no,no
1604,0.32,0.31,0.798319328,1,2,no,no,no,yes,3.900000095,1,no,no
1605,0.41,0.32,0.733624454,2,2,no,no,no,no,3.200000048,0,no,no
1606,0.47,0.35,0.652173913,2,2,no,no,no,no,10.60000038,1,no,no
1607,0.35,0.31,0.747572816,6,2,no,no,no,yes,3.200000048,1,yes,no
1608,0.32,0.21,0.802575107,6,2,no,no,no,no,1.799999952,0,no,no
1609,0.29,0.23,0.636363636,1,2,no,no,no,no,10.60000038,0,no,no
1610,0.32,0.27,0.77,1,2,no,no,no,yes,3.200000048,1,yes,no
1611,0.25,0.25,0.801652893,1,2,no,no,no,yes,1.799999952,1,no,no
1612,0.34,0.26,0.771573604,1,1,no,no,yes,no,3.200000048,0,no,no
1613,0.36,0.27,0.76,2,2,no,no,no,yes,3.200000048,0,no,no
1614,0.33,0.21,0.770833333,6,2,no,no,no,yes,3.200000048,0,no,no
1615,0.25,0.2,0.789473684,1,2,no,no,no,yes,3.200000048,0,yes,no
1616,0.25,0.24,0.593984962,1,2,no,no,no,yes,3.599999905,1,no,no
1617,0.27,0.18,0.792982456,5,2,no,no,no,no,3.200000048,0,no,no
1618,0.25,0.23,0.793650794,5,2,no,no,no,yes,5.300000191,0,no,no
1619,0.23,0.19,0.421052632,1,2,no,no,yes,no,10.60000038,0,no,no
1620,0.19,0.16,0.625,1,2,no,no,no,yes,3.599999905,1,no,no
1621,0.25,0.22,1.6,1,3,no,no,yes,no,10.60000038,0,no,no
1622,0.26,0.24,0.739534884,1,2,no,no,no,yes,3.099999905,0,no,no
1623,0.18,0.1,0.811594203,1,1,no,no,no,no,3.599999905,1,no,no
1624,0.34,0.25,0.835714286,1,1,no,no,no,no,3.599999905,1,no,no
1625,0.36,0.15,0.676470588,1,2,no,no,no,yes,3.599999905,1,no,no
1626,0.26,0.24,0.872727273,2,2,no,no,no,yes,3.599999905,1,no,no
1627,0.38,0,0.497142857,1,2,no,no,no,yes,3.599999905,1,no,no
1628,0.4,0.26,0.64,1,1,no,no,no,no,10.60000038,0,no,no
1629,0.3,0.28,0.814814815,1,2,no,no,no,yes,3.599999905,1,no,no
1630,0.22,0.13,0.740740741,1,1,no,no,yes,no,3.599999905,1,no,no
1631,0.19,0.1,0.696202532,2,1,no,no,no,no,3.599999905,1,no,no
1632,0.39,0.32,0.821428571,4,2,no,no,no,yes,3.599999905,1,no,no
1633,0.27,0.21,0.229885057,1,2,no,no,no,yes,3.200000048,0,no,no
1634,0.36,0.25,0.876106195,1,2,no,no,no,yes,3.599999905,1,no,no
1635,0.27,0.2,0.735483871,1,1,no,no,no,no,3.599999905,1,no,no
1636,0.33,0.25,0.928571429,1,2,no,no,no,yes,1.799999952,0,no,no
1637,0.32,0.32,0.75,4,2,no,no,no,yes,3.900000095,0,yes,no
1638,0.4,0.26,0.65,1,1,yes,no,no,no,10.60000038,1,no,no
1639,0.36,0.28,0.593220339,1,1,no,no,no,no,4.300000191,1,no,no
1640,0.31,0.27,0.697761194,1,1,no,no,no,no,1.799999952,0,no,no
1641,0.1,0.04,0.714285714,1,2,no,no,no,no,1.799999952,0,no,no
1642,0.27,0.08,0.729166667,3,1,no,no,no,yes,1.799999952,1,no,no
1643,0.27,0.26,0.751515152,1,1,no,no,no,yes,1.799999952,1,no,no
1644,0.37,0.27,0.743589744,1,2,no,no,no,yes,3.099999905,0,no,no
1645,0.39,0.31,0.946153846,2,2,no,no,no,no,10.60000038,0,no,no
1646,0.32,0.25,0.64516129,1,1,no,no,yes,no,4.300000191,0,no,no
1647,0.38,0.25,0.786585366,1,1,no,no,no,no,3.599999905,1,no,no
1648,0.37,0.29,0.714285714,1,1,no,no,no,no,3.099999905,1,no,no
1649,0.34,0.27,0.8,1,2,no,no,no,yes,3.200000048,0,no,no
1650,0.39,0.33,0.752,1,1,no,no,no,no,3.200000048,1,no,no
1651,0.31,0.3,0.731092437,1,2,no,no,no,no,3.200000048,0,no,no
1652,0.35,0.26,0.865546218,1,2,no,no,no,no,4.300000191,0,no,no
1653,0.3,0.3,0.647058824,3,2,no,no,no,no,3.099999905,0,no,no
1654,0.27,0.26,0.882352941,1,2,no,no,no,yes,3.200000048,1,no,no
1655,0.25,0.25,0.790419162,1,2,no,no,no,no,3.599999905,0,yes,no
1656,0.37,0.23,0.885496183,2,1,no,no,no,no,3.200000048,0,no,no
1657,0.34,0.24,0.524475524,1,1,yes,no,yes,no,3.200000048,0,no,no
1658,0.36,0.3,0.892156863,2,2,no,no,no,no,4.300000191,0,no,no
1659,0.33,0.29,0.833333333,6,2,no,no,no,yes,3.200000048,1,yes,no
1660,0.38,0.29,0.884057971,2,2,no,no,no,no,2,1,yes,no
1661,0.31,0.31,0.688888889,1,2,no,no,no,yes,3.200000048,1,yes,no
1662,0.3,0.14,0.72173913,5,2,no,no,no,yes,1.799999952,0,no,no
1663,0.28,0.28,0.608108108,1,2,no,no,yes,yes,3.200000048,0,no,no
1664,0.31,0.27,0.791139241,2,1,no,no,yes,no,3.900000095,0,yes,no
1665,0.31,0.19,0.88372093,1,2,no,no,no,no,3.200000048,0,no,no
1666,0.38,0.32,0.918604651,5,2,no,no,no,yes,2,0,yes,no
1667,0.34,0.3,0.842105263,5,2,no,no,no,no,3.099999905,0,no,no
1668,0.27,0.2,0.507246377,1,2,no,no,no,yes,3.900000095,1,no,no
1669,0.28,0.24,0.744897959,1,2,no,no,no,yes,3.200000048,1,yes,no
1670,0.24,0.21,0.109649123,1,2,no,no,yes,yes,3.200000048,0,no,no
1671,0.28,0.2,0.778378378,6,2,no,no,no,yes,3.200000048,0,no,no
1672,0.31,0.29,0.796875,5,2,no,no,no,yes,2,0,no,no
1673,0.21,0.17,0.143884892,2,2,no,no,no,yes,3.900000095,1,no,no
1674,0.34,0.18,0.611111111,1,2,no,no,yes,yes,10.60000038,0,no,no
1675,0.2,0.2,0.666666667,1,2,no,no,no,yes,3.599999905,0,no,no
1676,0.32,0.28,0.719626168,3,1,no,no,no,yes,1.799999952,1,yes,no
1677,0.4,0.35,0.864285714,1,2,no,no,no,no,3.200000048,0,no,no
