Age,Job,Income,Schooling,Married_Status,Job_Type,Color_Race,Gender,Place
42, Private,112000, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States
26, Self-emp-not-inc,117000, 9th, Married-civ-spouse, Craft-repair, White, Male, Portugal
36, Private,348000, 10th, Married-civ-spouse, Other-service, White, Female, United-States
62, Private,270000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
43, Private,181000, Bachelors, Married-civ-spouse, Transport-moving, White, Male, United-States
43, Private,175000, Bachelors, Divorced, Exec-managerial, White, Male, United-States
22, Private,410000, HS-grad, Married-spouse-absent, Sales, White, Male, United-States
28, Private,92000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
56, Self-emp-not-inc,183000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
22, Private,363000, Assoc-acdm, Never-married, Sales, White, Female, United-States
57, Private,212000, Bachelors, Divorced, Exec-managerial, White, Female, United-States
39, Private,481000, HS-grad, Divorced, Sales, White, Female, United-States
26, Federal-gov,186000, Some-college, Never-married, Adm-clerical, White, Female, United-States
17, Private,90000, 11th, Never-married, Other-service, White, Male, United-States
40, State-gov,184000, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
45, Private,257000, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States
44, Private,160000, HS-grad, Never-married, Craft-repair, Black, Male, United-States
20, Local-gov,351000, Some-college, Never-married, Adm-clerical, White, Female, United-States
33, Private,267000, HS-grad, Married-civ-spouse, Craft-repair, White, Female, United-States
23, Private,36000, Some-college, Never-married, Sales, White, Male, United-States
46, Self-emp-not-inc,81000, Masters, Divorced, Exec-managerial, White, Male, United-States
38, Private,173000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
54, Private,174000, HS-grad, Divorced, Transport-moving, White, Male, United-States
46, Private,215000, 5th-6th, Divorced, Craft-repair, White, Female, United-States
25, Private,345000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
46, Private,109000, Some-college, Divorced, Sales, White, Female, United-States
36, Local-gov,117000, Some-college, Married-civ-spouse, Transport-moving, White, Female, United-States
23, Private,396000, HS-grad, Never-married, Other-service, White, Female, United-States
29, Private,134000, HS-grad, Separated, Machine-op-inspct, White, Male, United-States
44, Private,162000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
19, Private,25000, Some-college, Never-married, Adm-clerical, White, Female, United-States
19, Private,232000, HS-grad, Never-married, Other-service, White, Female, United-States
35, Private,220000, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States
27, Private,301000, Bachelors, Never-married, Craft-repair, White, Male, United-States
46, Self-emp-not-inc,278000, Assoc-acdm, Separated, Craft-repair, White, Male, United-States
34, State-gov,98000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, ?
34, Private,196000, HS-grad, Never-married, Other-service, White, Female, United-States
44, Private,116000, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States
45, Private,97000, Some-college, Divorced, Handlers-cleaners, White, Female, United-States
20, ?,137000, HS-grad, Never-married, ?, White, Female, United-States
25, Private,87000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
52, Self-emp-inc,132000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
20, Private,416000, Some-college, Never-married, Handlers-cleaners, White, Male, United-States
28, Private,109000, Some-college, Never-married, Other-service, White, Female, United-States
50, State-gov,288000, Bachelors, Married-civ-spouse, Protective-serv, White, Male, United-States
34, Private,228000, Assoc-voc, Divorced, Tech-support, White, Female, United-States
28, Private,166000, 7th-8th, Married-civ-spouse, Handlers-cleaners, Other, Male, Puerto-Rico
41, Private,445000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
28, Private,110000, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States
46, Self-emp-not-inc,317000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
28, ?,123000, Some-college, Married-civ-spouse, ?, White, Female, United-States
32, Private,365000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
41, Local-gov,42000, Some-college, Divorced, Other-service, Black, Female, United-States
24, Private,242000, HS-grad, Never-married, Handlers-cleaners, Black, Female, United-States
33, Private,119000, Some-college, Divorced, Exec-managerial, White, Female, United-States
46, Private,188000, Doctorate, Married-civ-spouse, Exec-managerial, White, Male, United-States
31, State-gov,1033000, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
35, Private,92000, 12th, Divorced, Craft-repair, White, Male, United-States
52, Private,191000, 1st-4th, Married-civ-spouse, Machine-op-inspct, White, Male, Mexico
30, Private,426000, 11th, Never-married, Other-service, White, Female, United-States
34, Local-gov,244000, 11th, Separated, Machine-op-inspct, Black, Male, United-States
34, State-gov,240000, HS-grad, Divorced, Transport-moving, White, Female, United-States
20, Private,62000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
17, Private,175000, 11th, Never-married, Handlers-cleaners, White, Male, United-States
32, State-gov,92000, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States
29, Private,188000, HS-grad, Divorced, Farming-fishing, White, Male, United-States
33, Private,229000, 10th, Never-married, Craft-repair, White, Female, United-States
25, Private,133000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
36, Federal-gov,255000, Masters, Never-married, Prof-specialty, White, Male, United-States
23, Private,205000, HS-grad, Never-married, Handlers-cleaners, White, Male, Dominican-Republic
63, Self-emp-inc,222000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
47, Local-gov,287000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
80, ?,108000, HS-grad, Widowed, ?, White, Male, United-States
17, ?,203000, 11th, Never-married, ?, White, Male, United-States
40, Self-emp-not-inc,204000, Bachelors, Married-spouse-absent, Prof-specialty, White, Female, United-States
30, Private,30000, Assoc-acdm, Married-civ-spouse, Other-service, White, Female, United-States
27, Private,116000, Some-college, Never-married, Craft-repair, Asian-Pac-Islander, Male, Philippines
33, Private,208000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
34, Local-gov,285000, HS-grad, Never-married, Farming-fishing, Black, Male, United-States
34, Local-gov,117000, Some-college, Never-married, Protective-serv, White, Female, United-States
23, Private,81000, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States
42, Local-gov,340000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
29, Private,363000, Bachelors, Never-married, Prof-specialty, White, Male, United-States
45, Private,46000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
24, Federal-gov,191000, HS-grad, Never-married, Armed-Forces, White, Male, United-States
44, Private,117000, Some-college, Married-civ-spouse, Prof-specialty, White, Male, United-States
27, Private,406000, 9th, Never-married, Craft-repair, White, Male, Mexico
20, Private,298000, Some-college, Never-married, Sales, White, Male, United-States
44, Private,291000, HS-grad, Widowed, Exec-managerial, Black, Female, United-States
51, Private,57000, HS-grad, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male, United-States
20, Private,147000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
17, ?,259000, 11th, Never-married, ?, White, Female, United-States
19, Private,206000, HS-grad, Never-married, Machine-op-inspct, Black, Female, United-States
45, Self-emp-inc,197000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
60, Private,245000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
42, Private,198000, Assoc-acdm, Married-civ-spouse, Exec-managerial, Black, Male, ?
44, Self-emp-not-inc,235000, HS-grad, Married-civ-spouse, Sales, White, Female, United-States
40, Private,73000, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male, United-States
30, Private,180000, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States
38, Private,351000, Some-college, Married-civ-spouse, Transport-moving, Black, Male, United-States
23, Private,54000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
32, ?,116000, Some-college, Married-civ-spouse, ?, White, Male, United-States
44, Private,117000, Assoc-acdm, Never-married, Farming-fishing, White, Male, United-States
54, Local-gov,289000, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, United-States
32, Private,133000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
50, Private,193000, 1st-4th, Married-spouse-absent, Craft-repair, White, Male, United-States
24, Private,170000, Bachelors, Never-married, Tech-support, White, Female, United-States
37, Private,127000, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States
52, Private,36000, HS-grad, Divorced, Transport-moving, White, Male, United-States
38, Private,34000, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States
49, Private,193000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
30, Private,119000, Bachelors, Married-civ-spouse, Tech-support, White, Female, United-States
60, Private,202000, Some-college, Never-married, Prof-specialty, White, Male, United-States
22, ?,140000, Some-college, Never-married, ?, White, Male, United-States
35, Private,285000, HS-grad, Never-married, Craft-repair, White, Male, United-States
30, Private,304000, HS-grad, Never-married, Transport-moving, White, Male, United-States
67, Private,49000, Assoc-voc, Divorced, Other-service, White, Female, United-States
46, Private,279000, Bachelors, Never-married, Craft-repair, White, Female, United-States
17, Private,212000, 9th, Never-married, Other-service, White, Male, United-States
22, Private,281000, Some-college, Never-married, Handlers-cleaners, White, Male, United-States
27, Private,161000, 10th, Never-married, Other-service, White, Male, United-States
23, Private,198000, HS-grad, Never-married, Other-service, White, Female, United-States
33, Private,112000, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, Portugal
43, Self-emp-not-inc,171000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
28, State-gov,70000, Bachelors, Never-married, Prof-specialty, White, Male, United-States
41, Private,194000, HS-grad, Married-spouse-absent, Craft-repair, White, Female, United-States
52, ?,272000, 12th, Never-married, ?, Black, Male, United-States
25, Private,190000, Some-college, Married-spouse-absent, Adm-clerical, Black, Female, United-States
63, ?,402000, 1st-4th, Married-civ-spouse, ?, White, Male, United-States
59, Local-gov,287000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
45, Local-gov,164000, Bachelors, Divorced, Prof-specialty, White, Female, United-States
38, Private,91000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
40, Private,348000, HS-grad, Never-married, Other-service, White, Female, United-States
46, Federal-gov,371000, HS-grad, Divorced, Adm-clerical, White, Male, United-States
35, Private,32000, Assoc-acdm, Never-married, Exec-managerial, White, Female, United-States
34, Private,187000, HS-grad, Divorced, Prof-specialty, White, Female, United-States
33, Private,178000, Bachelors, Never-married, Craft-repair, White, Male, United-States
41, Private,343000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
20, Private,263000, Some-college, Never-married, Machine-op-inspct, White, Male, United-States
23, Private,403000, 5th-6th, Never-married, Other-service, White, Male, El-Salvador
26, Private,64000, Some-college, Never-married, Prof-specialty, White, Female, United-States
